Address,SourceEUI(kBtu/sf),SecondLargestPropertyUseType,PrimaryPropertyType,State,NaturalGas(therms),Electricity(kBtu),SiteEUIWN(kBtu/sf),ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),TaxParcelIdentificationNumber,Neighborhood,Outlier,BuildingType,DefaultData,City,PropertyGFABuilding(s),SteamUse(kBtu),PropertyName,ListOfAllPropertyUseTypes,YearBuilt,GHGEmissionsIntensity,CouncilDistrictCode,Longitude,LargestPropertyUseTypeGFA,PropertyGFAParking,SiteEUI(kBtu/sf),Latitude,SourceEUIWN(kBtu/sf),ZipCode,PropertyGFATotal,NumberofFloors,YearsENERGYSTARCertified,NaturalGas(kBtu),LargestPropertyUseType,OSEBuildingID,Electricity(kWh),ENERGYSTARScore,DataYear,ComplianceStatus,ThirdLargestPropertyUseType,NumberofBuildings,SecondLargestPropertyUseTypeGFA
5300 Tallman Ave NW,479.5,Parking,Hospital,WA,328535.125,35237205.0,157.3000031,,47602720.0,2767703875,BALLARD,,NonResidential,False,Seattle,285333,0.0,Swedish Ballard,"Hospital (General Medical & Surgical), Parking",1954,6.98,6,-122.37956000000001,302661.0,0,225.0,47.66737,251.8000031,98107.0,285333,5.0,,32853512.0,Hospital (General Medical & Surgical),147,10327434.0,14.0,2016,Compliant,,4.0,148865.0
400 PINE ST,190.2,,Retail Store,WA,0.0,9899135.0,62.1,,10155788.0,659000005,DOWNTOWN,,NonResidential,No,SEATTLE,111077,0.0,WESTLAKE MALL RETAIL PORTION,,1989,0.24,7,-122.33681575,,0,60.6,47.61171108,195.1,98101,111077,4.0,,0.0,,325,2901150.0,91.0,2015,Compliant,,1.0,
10700 5th Ave NE,143.3999939,,Retail Store,WA,0.0,1900006.0,48.09999847,,2001296.75,2926049223,NORTH,,NonResidential,True,Seattle,41615,0.0,Bevmo,Retail Store,1966,0.32,5,-122.32251000000001,41615.0,0,45.70000076,47.70708,151.0,98125.0,41615,1.0,,0.0,Retail Store,23011,556859.875,69.0,2016,Error - Correct Default Data,,1.0,
99/55 South Spokane St.,33.90000153,,Warehouse,WA,8230.220703,795088.0,18.60000038,,1838287.25,7666207506,GREATER DUWAMISH,,NonResidential,False,Seattle,99084,0.0,99/55 South Spokane St. Whse,Non-Refrigerated Warehouse,1926,0.5,2,-122.3355,99084.0,0,16.29999924,47.57096,36.29999924,98134.0,99084,1.0,,823022.0,Non-Refrigerated Warehouse,642,233027.0,83.0,2016,Compliant,,1.0,
723 S. Concord St.,86.59999847,,K-12 School,WA,3184.696045,1671294.0,31.60000038,,2037940.0,7885100255,GREATER DUWAMISH,,SPS-District K-12,True,Seattle,64493,0.0,Concord International Elementary,K-12 School,2000,0.44,1,-122.32468999999999,64493.0,0,30.89999962,47.52361,87.30000305,98108.0,64493,2.0,,318470.0,K-12 School,24012,489828.3125,85.0,2016,Error - Correct Default Data,,1.0,
1531 7th Ave,158.6000061,Parking,Hotel,WA,5512.879883,4290059.0,57.29999924,5000.0,5078816.0,1976700010,DOWNTOWN,,NonResidential,False,Seattle,88591,0.0,Roosevelt Hotel,"Hotel, Parking, Restaurant",1930,0.6,7,-122.33431999999999,83591.0,10043,54.59999847,47.61233,167.0,98101.0,98634,20.0,,551288.0,Hotel,62,1257344.25,71.0,2016,Compliant,Restaurant,1.0,10043.0
11027 Meridian N #102,194.1000061,Parking,Other,WA,13318.83008,1859345.0,88.90000153,8644.0,3313397.0,3026049024,NORTHWEST,,NonResidential,False,Seattle,55442,0.0,Verity Credit Union,"Financial Office, Medical Office, Parking",1996,1.51,5,-122.3345,28636.0,0,85.59999847,47.709559999999996,197.6000061,98133.0,55442,3.0,,1331883.0,Financial Office,200,544942.8125,72.0,2016,Compliant,Medical Office,1.0,15385.0
2334 4th Ave,174.6999969,,Other,WA,13965.199219999999,1699362.0,86.19999695,,3356598.0,0696000160,DOWNTOWN,,Nonresidential COS,False,Seattle,37740,0.0,Fire Station 02,Fire Station,1922,2.28,7,-122.34449,38939.0,0,79.5,47.61607,181.6999969,98121.0,37740,2.0,,1396520.0,Fire Station,19917,498054.5,,2016,Compliant,,1.0,
302 N. 78TH ST,60.90000153,,Worship Facility,WA,8073.429687999999,137902.0,51.29999924,,1078904.0,0091000085,NORTHWEST,,NonResidential,False,Seattle,21022,0.0,Woodland Park Methodist Church,Worship Facility,1922,2.09,6,-122.35481000000001,21022.0,0,45.0,47.685759999999995,67.59999847,98103.0,21022,2.0,,807343.0,Worship Facility,19520,40416.89844,54.0,2016,Compliant,,1.0,
1218 3rd Avenue,192.6999969,Parking,Large Office,WA,1274.469971,8704772.0,91.90000153,6246.0,17352520.0,1975200005,DOWNTOWN,,NonResidential,False,Seattle,203251,7413886.0,Seattle Tower,"Office, Other - Technology/Science, Parking",1929,2.95,7,-122.33543999999999,182604.0,13320,86.0,47.607690000000005,199.6999969,98101.0,216571,27.0,2014201320122008,127447.0,Office,765,2551222.75,62.0,2016,Compliant,Other - Technology/Science,1.0,13320.0
1703 6th Ave S,35.09999847,,Distribution Center,WA,5049.119629,1050508.0,15.30000019,,1667059.125,7666204590,GREATER DUWAMISH,,NonResidential,False,Seattle,111908,0.0,Gensco Incorporated,Distribution Center,1987,0.31,2,-122.32686000000001,109090.0,0,14.30000019,47.587720000000004,36.20000076,98134.0,111908,1.0,,504912.0,Distribution Center,729,307886.3125,87.0,2016,Compliant,,1.0,
802 Terry Ave.,101.1999969,Parking,K-12 School,WA,5312.370117,1097533.0,52.29999924,,2412536.25,5392100055,EAST,,Campus,False,Seattle,46100,548294.6875,O'Dea High School,"K-12 School, Parking",1923,1.7,3,-122.32481000000001,46100.0,0,47.20000076,47.60776,106.8000031,98104.0,46100,4.0,,531237.0,K-12 School,25069,321668.5,75.0,2016,Compliant,,1.0,0.0
311 Occidental Ave. S.,165.1999969,Retail Store,Small- and Mid-Sized Office,WA,15430.20996,572200.0,112.0,6000.0,2726126.75,5247800355,DOWNTOWN,,NonResidential,False,Seattle,28760,500752.8125,The Occidental Building,"Non-Refrigerated Warehouse, Office, Retail Store",1900,4.33,7,-122.33327,12314.0,0,107.5,47.599540000000005,170.6000061,98104.0,28760,3.0,,1543021.0,Office,25658,167702.0938,,2016,Compliant,Non-Refrigerated Warehouse,1.0,6020.0
4925 Leary Ave NW,56.09999847,,Small- and Mid-Sized Office,WA,2735.899902,306298.0,29.89999962,,665681.875,2767703190,BALLARD,,NonResidential,False,Seattle,22282,0.0,4925 Leary,Office,1966,0.75,6,-122.37988,22282.0,0,26.0,47.66431,60.09999847,98107.0,22282,1.0,,273590.0,Office,22678,89770.89844,93.0,2016,Compliant,,1.0,
201 Thomas St.,174.6000061,,Other,WA,3745.369629,1509514.0,56.0,,2470816.0,1985200550,MAGNOLIA / QUEEN ANNE,,Nonresidential COS,False,Seattle,40600,137900.0,Seattle Children's Theatre,Other,1992,1.01,7,-122.35251000000001,33000.0,0,56.40000153,47.62082,174.3999939,98109.0,40600,2.0,,374537.0,Other,21436,442413.1875,,2016,Compliant,,1.0,
2660 NE University Village Street,371.60000610000003,Other,Retail Store,WA,26159.49023,2185523.0,184.3000031,,4765879.0,0925049426,NORTHEAST,,NonResidential,False,Seattle,25862,0.0,EAST BLDG N,"Other, Retail Store",1956,5.96,4,-122.29898,25562.0,0,185.6999969,47.662459999999996,367.2000122,98105.0,25862,2.0,,2615949.0,Retail Store,19847,640540.125,20.0,2016,Compliant,,1.0,300.0
601 S NEVADA ST,95.90000153,Non-Refrigerated Warehouse,Refrigerated Warehouse,WA,1721.1700440000002,723667.0,34.5,4000.0,883072.875,7376600250,GREATER DUWAMISH,,NonResidential,False,Seattle,25577,0.0,OVERSEA CASING CO.,"Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",1961,0.55,2,-122.32628000000001,13349.0,0,35.0,47.56477,94.0,98108.0,25577,1.0,,172117.0,Refrigerated Warehouse,27561,212094.7969,,2016,Compliant,Office,1.0,8228.0
2200 Sixth Avenue,139.5,Parking,Large Office,WA,0.0,6267781.0,56.40000153,,9075988.0,0660000080,DOWNTOWN,,NonResidential,False,Seattle,206000,2312496.75,Denny Building,"Office, Parking",1968,1.08,7,-122.34111999999999,161000.0,0,53.29999924,47.616409999999995,142.5,98121.0,206000,12.0,,0.0,Office,335,1836981.625,91.0,2016,Compliant,,1.0,51250.0
2825 Eastlake AVE E,179.6999969,Parking,Large Office,WA,0.0,4704936.0,58.90000153,4438.0,4843339.0,1959701300,LAKE UNION,,NonResidential,False,Seattle,82234,0.0,Eastlake Center (North & South),"Office, Other, Parking",1985,0.24,4,-122.3252,77796.0,55504,57.20000076,47.6465,184.8999939,98102.0,137738,5.0,,0.0,Office,20836,1378937.875,62.0,2016,Compliant,Other,1.0,55504.0
1200 12th Avenue South,202.8999939,Parking,Mixed Use Property,WA,21838.90625,18843504.0,70.30000305,84051.89844,21290090.0,2829600110,GREATER DUWAMISH,,NonResidential,False,Seattle,304052,0.0,Pacific Tower,"Medical Office, Office, Parking",1932,0.81,2,-122.31598999999999,218918.0,0,69.40000153,47.5928,203.8000031,98144.0,304052,14.0,20102008,2183891.0,Office,569,5522715.0,66.0,2016,Compliant,Medical Office,1.0,156487.0
5601 6th Ave. S,99.30000305,Parking,Large Office,WA,0.0,7683884.0,31.60000038,,7683885.0,2738100010,GREATER DUWAMISH,,NonResidential,False,Seattle,268920,0.0,Seattle Design Center (Plaza Center),"Office, Parking",1982,0.14,2,-122.32831999999999,243018.0,121375,31.60000038,47.55146,99.30000305,98108.0,390295,5.0,,0.0,Office,526,2252017.5,95.0,2016,Compliant,,1.0,108408.0
2201 9th Ave. / 820 Blanchard St.,153.3999939,Multifamily Housing,Mixed Use Property,WA,43410.53125,23343425.0,55.0,177210.0,27917688.0,8729760000,DOWNTOWN,,NonResidential,False,Seattle,1004813,0.0,2201 / Enso Condominiums - SEDO,"Multifamily Housing, Office, Parking, Restaurant",2009,0.33,7,-122.33908000000001,319361.0,201857,54.59999847,47.618109999999994,152.3999939,98121.0,1206670,19.0,20162015,4341053.0,Office,25992,6841566.5,87.0,2016,Compliant,Parking,1.0,181047.0
1020 NE 50th Ave,189.3999939,,Other,WA,10637.0,964426.0,99.69999695,,2182493.0,6746701655,NORTHEAST,,Nonresidential COS,False,Seattle,27908,0.0,Fire Station 17,Other,1929,2.27,4,-122.31656000000001,21886.0,0,92.69999695,47.66506,198.3999939,98105.0,27908,3.0,,1063700.0,Other,27892,282657.0,,2016,Compliant,,1.0,
Facilities Management MS: B-120,400.2000122,Parking,Hospital,WA,560966.125,42864158.0,207.5,,100328264.0,3026049130,NORTHWEST,,NonResidential,False,Seattle,415632,0.0,Main Hospital - All Wings,"Hospital (General Medical & Surgical), Parking",1966,7.89,5,-122.33689,483520.0,0,204.6999969,47.71425,402.10000610000003,98133.0,415632,1.0,,56096612.0,Hospital (General Medical & Surgical),23071,12562766.0,85.0,2016,Compliant,,8.0,266833.0
4135 Stone Way North,67.90000153,Office,Distribution Center,WA,2817.130127,513012.0,31.79999924,,892651.125,2293900185,LAKE UNION,,NonResidential,False,Seattle,28080,0.0,Care Medical Equipment,"Distribution Center, Office",1912,0.66,4,-122.34273999999999,25580.0,0,28.29999924,47.65791,73.59999847,98103.0,28080,1.0,,281713.0,Distribution Center,21822,150355.0938,,2016,Compliant,,1.0,2500.0
4700 Phinney Avenue North,214.1999969,,Senior Care Community,WA,34773.69922,2657803.0,114.5,,6412428.0,9521100080,Northwest,,NonResidential,False,Seattle,55974,0.0,Columbia Lutheran Home,Senior Care Community,1961,3.63,6,-122.35311000000002,56000.0,0,109.59999850000001,47.66312,222.10000609999997,98103.0,55974,2.0,,3477370.0,Senior Care Community,26289,778957.375,98.0,2016,Compliant,,1.0,
9877 40TH AVE S,39.70000076,Office,Warehouse,WA,4313.92041,620853.0,19.29999924,,1167543.25,0323049221,GREATER DUWAMISH,,NonResidential,False,Seattle,60448,0.0,(ID#822) 98 NORFOLK,"Non-Refrigerated Warehouse, Office",1978,0.45,2,-122.28285,52702.0,0,17.39999962,47.51168,41.70000076,98136.0,60448,1.0,,431392.0,Non-Refrigerated Warehouse,822,181961.5,90.0,2016,Compliant,,1.0,7746.0
1518 1st Avenue South,228.3000031,Restaurant,Small- and Mid-Sized Office,WA,0.0,4353024.0,72.69999695,,4353025.0,7666206440,GREATER DUWAMISH,,NonResidential,False,Seattle,62370,0.0,Taylor Edwards Building,"Office, Restaurant",1907,0.49,2,-122.33368999999999,49473.0,0,72.69999695,47.58958,228.3000031,98134.0,62370,6.0,,0.0,Office,783,1275798.5,30.0,2016,Compliant,,1.0,10408.0
3316 Fuhrman Ave E,67.0,Non-Refrigerated Warehouse,Mixed Use Property,WA,2982.827148,331967.0,34.09999847,6344.0,690322.6875,1959703275,NORTHEAST,,NonResidential,False,Seattle,20233,0.0,George Pocock Memorial Rowing Center,"Non-Refrigerated Warehouse, Office, Other",1998,0.9,3,-122.3218,7245.0,0,31.10000038,47.65205,70.09999847,98102.0,20233,1.0,,298283.0,Office,21023,97294.10156,,2016,Compliant,Other,1.0,6644.0
5030 1st Ave South,319.0,,Small- and Mid-Sized Office,WA,0.0,4416909.0,101.5999985,,4416909.5,3573700408,GREATER DUWAMISH,,NonResidential,False,Seattle,43473,0.0,UFCW21 Building,Office,2000,0.71,2,-122.33322,43473.0,0,101.5999985,47.55658,319.0,98134.0,43473,3.0,,0.0,Office,24630,1294522.0,3.0,2016,Compliant,,1.0,
1045 6th Avenue South,54.70000076,Retail Store,Warehouse,WA,10955.38965,1058065.0,30.20000076,,2472120.0,7666204800,GREATER DUWAMISH,,NonResidential,False,Seattle,82852,0.0,1021-1045 6th Ave. S.,"Non-Refrigerated Warehouse, Retail Store",1922,0.79,2,-122.32666,58472.0,0,26.29999924,47.59366,58.79999924,98134.0,82852,1.0,,1095539.0,Non-Refrigerated Warehouse,621,310101.0,83.0,2016,Compliant,,1.0,23282.0
1200-1210 West Nickerson st.,31.79999924,Non-Refrigerated Warehouse,Distribution Center,WA,2423.842773,277628.0,17.0,,602201.625,2770605690,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,36498,0.0,property #50,"Distribution Center, Non-Refrigerated Warehouse",1960,0.41,7,-122.37194,18229.0,0,14.69999981,47.65563,34.79999924,98119.0,36498,2.0,,242384.0,Distribution Center,22577,81368.0,89.0,2016,Compliant,,1.0,17200.0
700 Fifth Avenue,158.1000061,Parking,Large Office,WA,0.0,61576180.0,50.40000153,18656.0,61576184.0,0942000720,DOWNTOWN,,Nonresidential COS,False,Seattle,1195387,0.0,Seattle Municipal Tower (2030),"Office, Parking",1990,0.32,3,-122.32988,1191115.0,159600,50.40000153,47.60501,158.1000061,98104.0,1354987,63.0,2014201320112010200920082007,0.0,Office,357,18046946.0,89.0,2016,Compliant,Other,1.0,159599.0
500 Mercer Street,433.70001219999995,,Supermarket / Grocery Store,WA,29360.19727,5369235.0,186.5,,8573323.0,4458720010,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,45980,0.0,70500881 -- Uptown,Supermarket/Grocery Store,2006,4.21,7,-122.34727,45980.0,0,180.6000061,47.62473,439.79998780000005,98109.0,45980,4.0,2013,2936020.0,Supermarket/Grocery Store,35392,1573632.75,79.0,2016,Compliant,,1.0,
4521 17th Ave NE,108.1999969,,Other,WA,7432.359863,464268.0,63.90000153,,1321763.125,8823902405,NORTHEAST,,NonResidential,False,Seattle,20686,0.0,Kappa Alpha Theta,Other - Lodging/Residential,1924,2.06,4,-122.30998000000001,20686.0,0,58.40000153,47.66192,116.0,98105.0,20686,3.0,,743236.0,Other - Lodging/Residential,26905,136069.2031,,2016,Compliant,,1.0,
9430 30th Ave. S.W.,82.19999695,,K-12 School,WA,12786.87207,797204.0,50.90000153,,2380144.5,3624039057,DELRIDGE,,SPS-District K-12,True,Seattle,46797,0.0,Roxhill Elementary,K-12 School,1958,1.57,1,-122.37073999999998,46797.0,0,44.40000153,47.51778,91.5,98126.0,46797,1.0,,1278687.0,K-12 School,226,233647.0938,86.0,2016,Error - Correct Default Data,,1.0,
11550 LAKE CITY WAY NE,148.0,,Other,WA,4016.5600590000004,1521297.0,58.5,,2053325.25,3448001720,NORTH,,NonResidential,False,Seattle,35115,0.0,Mini Cooper Car Dealership (ID24406),Automobile Dealership,2009,0.91,5,-122.29794,35115.0,0,54.79999924,47.7139,151.8999939,98125.0,35115,3.0,,401656.0,Automobile Dealership,24406,445866.6875,,2016,Compliant,,1.0,
3307 3rd Ave. W,266.7999878,,University,WA,679905.375,22619097.0,181.3000031,,96775464.0,8900000555,MAGNOLIA / QUEEN ANNE,,Campus,False,Seattle,537000,0.0,5th Avenue Master Meter,College/University,1945,7.02,7,-122.36173000000001,533826.0,0,169.6999969,47.65019,278.89999389999997,98119.0,537000,2.0,,67990538.0,College/University,25251,6629278.0,,2016,Compliant,,14.0,
5424 Sand Point Way NE,70.0,Office,Mixed Use Property,WA,22462.07031,224359.0,61.20000076,3720.0,2675057.75,6012500051,NORTHEAST,,NonResidential,False,Seattle,22778,0.0,SPBS LLC,"Medical Office, Office, Other, Restaurant, Retail Store",1948,5.31,4,-122.27706,21194.0,0,56.5,47.66816,74.59999847,98105.0,22778,1.0,,2246207.0,Retail Store,25932,65755.79688,,2016,Compliant,Restaurant,1.0,12923.0
5511 15th Ave. S.,88.09999847,,K-12 School,WA,36620.82031,4528726.0,43.59999847,,8935423.0,7549802085,GREATER DUWAMISH,,SPS-District K-12,True,Seattle,204961,0.0,Cleveland STEM High,K-12 School,2007,1.1,2,-122.31391,204961.0,0,40.0,47.55237,92.0,98108.0,204961,3.0,,3662082.0,K-12 School,300,1327293.75,94.0,2016,Error - Correct Default Data,,1.0,
3515 WOODLAND PARK AVE N,138.1000061,,Residence Hall,WA,6504.889647999999,710939.0,67.59999847,,1427645.0,1825049055,LAKE UNION,,NonResidential,False,Seattle,21118,0.0,(ID20861) KEYSTONE GROUP HOME,Residence Hall/Dormitory,1988,1.87,4,-122.34423999999999,21118.0,0,64.5,47.65014,145.5,98103.0,21118,3.0,,650489.0,Residence Hall/Dormitory,20861,208364.2031,49.0,2016,Compliant,,1.0,
1919 Sixth Ave South,61.79999924,Parking,Warehouse,WA,12388.000979999999,1117577.0,34.79999924,,2709055.0,7666204495,GREATER DUWAMISH,,NonResidential,False,Seattle,73296,0.0,SEWA,"Non-Refrigerated Warehouse, Parking",1960,1.0,2,-122.3269,77800.0,0,30.29999924,47.584540000000004,66.69999695,98134.0,73296,1.0,2014,1238800.0,Non-Refrigerated Warehouse,784,327543.0,83.0,2016,Compliant,,1.0,0.0
3707 Airport Way S,124.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",Mixed Use Property,WA,6104.560059,1147678.0,53.79999924,4232.0,1840153.25,7886100730,GREATER DUWAMISH,,NonResidential,False,Seattle,35222,0.0,Parts and Service building,"Non-Refrigerated Warehouse, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",1954,1.15,2,-122.32352,15000.0,0,51.40000153,47.570190000000004,126.5,98134.0,35222,1.0,,610456.0,Non-Refrigerated Warehouse,24123,336365.3125,,2016,Compliant,Retail Store,1.0,15000.0
1064 4th Ave S,119.3000031,Distribution Center,Mixed Use Property,WA,3261.589844,2045416.0,43.40000153,12400.0,2462293.5,7666204795,GREATER DUWAMISH,,NonResidential,False,Seattle,56700,0.0,Pacific Office Automation,"Distribution Center, Non-Refrigerated Warehouse, Office",1910,0.56,2,-122.32905,26250.0,0,41.79999924,47.593340000000005,120.0,98134.0,56700,3.0,,326159.0,Office,620,599477.125,37.0,2016,Compliant,Non-Refrigerated Warehouse,1.0,18050.0
1218 NE Campus Pkwy,66.40000153,,Residence Hall,WA,28547.476560000003,3420620.0,32.20000076,,6662918.5,1142002135,NORTHEAST,,NonResidential,False,Seattle,136758,0.0,Elm Hall,Residence Hall/Dormitory,2012,1.28,4,-122.31475,207017.0,0,30.29999924,47.656420000000004,70.09999847,98195.0,136758,5.0,,2854748.0,Residence Hall/Dormitory,49715,1002526.313,90.0,2016,Compliant,,1.0,
1821 Boren Ave,105.40000149999999,,Hotel,WA,2558.6401370000003,5269208.0,34.79999924,,5547964.5,3374400010,DOWNTOWN,,NonResidential,False,Seattle,144614,0.0,Hilton Garden Inn Seattle,Hotel,2015,0.35,7,-122.33261,159500.0,0,34.59999847,47.61665,105.59999850000001,98101.0,144614,14.0,,255864.0,Hotel,50035,1544316.5,89.0,2016,Compliant,,1.0,
3201 1st Ave S,58.70000076,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,2084.169922,563096.0,24.79999924,1000.0,841208.1875,7666207420,GREATER DUWAMISH,,NonResidential,False,Seattle,26310,0.0,KR Trigger Building,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",1923,0.57,2,-122.33475,24000.0,0,22.79999924,47.57529,60.79999924,98134.0,26310,1.0,,208417.0,Office,24840,165033.9063,96.0,2016,Compliant,Social/Meeting Hall,1.0,8874.0
6335 1st Ave S,94.69999695,,Distribution Center,WA,12717.05957,1310981.0,48.79999924,,2808274.75,5367204505,GREATER DUWAMISH,,NonResidential,False,Seattle,57540,0.0,GLACIER NORTHWEST (6335 1st Ave S),Distribution Center,1969,1.33,2,-122.33486,57540.0,0,44.90000153,47.546209999999995,98.90000153,98108.0,57540,1.0,,1271706.0,Distribution Center,545,384226.5,26.0,2016,Compliant,,1.0,
4225 Roosevelt Way NE,411.5,Parking,Medical Office,WA,74615.66406,11703547.0,182.0,,19718338.0,1145000200,NORTHEAST,,NonResidential,False,Seattle,108344,0.0,4225 Roosevelt 2ros4225,"Medical Office, Parking",1988,2.43,4,-122.31831000000001,108344.0,88405,176.8999939,47.65821,416.2999878,98105.0,196749,4.0,,7461566.0,Medical Office,494,3430113.5,5.0,2016,Compliant,,1.0,88405.0
4601 6th Ave S,116.40000149999999,,Refrigerated Warehouse,WA,101.0899963,2832924.0,36.5,,2792753.5,3958900565,GREATER DUWAMISH,,NonResidential,False,Seattle,76354,0.0,Uwajimaya (Seattle 5),Refrigerated Warehouse,1971,0.27,2,-122.32753999999998,76486.0,0,37.20000076,47.56158,114.3000031,98108.0,76354,1.0,,10109.0,Refrigerated Warehouse,599,830282.5,70.0,2016,Compliant,,1.0,
10740 MERIDIAN AVE N,137.8999939,,Small- and Mid-Sized Office,WA,0.0,1211349.0,45.09999847,,1243709.625,2926049018,NORTHWEST,,NonResidential,False,Seattle,27574,0.0,MERIDIAN NORTH OFFICE BUILDING,Office,1982,0.31,5,-122.33316,27574.0,0,43.90000153,47.70793,141.6000061,98133.0,27574,2.0,,0.0,Office,22940,355026.0938,73.0,2016,Compliant,,1.0,
227 Westlake Ave N,165.3999939,Parking,Small- and Mid-Sized Office,WA,0.0,2003807.0,53.59999847,,2040142.0,1986200070,LAKE UNION,,NonResidential,False,Seattle,38038,0.0,Sellen Construction Headquarters,"Office, Parking",1999,0.37,7,-122.33881000000001,38038.0,0,52.70000076,47.62055,168.3999939,98109.0,38038,4.0,,0.0,Office,21438,587282.375,84.0,2016,Compliant,,1.0,19600.0
700 Union St,142.3999939,Other,Other,WA,3247.596436,5732650.0,47.0,6136.0,6057410.0,2141290000,DOWNTOWN,,NonResidential,False,Seattle,128766,0.0,ACT Theatre,"Office, Other, Other - Entertainment/Public Assembly",1914,0.44,7,-122.33238,109754.0,0,47.0,47.61103,142.3999939,98101.0,128766,7.0,,324760.0,Other - Entertainment/Public Assembly,293,1680143.5,,2016,Compliant,Office,1.0,12876.0
832 NW 48,13.89999962,,Warehouse,WA,0.0,161311.0,4.599999905,,169464.0938,1982201700,BALLARD,,NonResidential,False,Seattle,36444,0.0,Superior Self Storage,Non-Refrigerated Warehouse,1960,0.03,6,-122.36831000000001,36444.0,0,4.400000095,47.66388,14.60000038,98107.0,36444,1.0,,0.0,Non-Refrigerated Warehouse,21382,47277.60156,80.0,2016,Compliant,,1.0,
1130 Rainier Ave S,275.2999878,Parking,Small- and Mid-Sized Office,WA,128.2700043,5431426.0,87.80000305,1324.0,5444253.5,7132300370,CENTRAL,,NonResidential,False,Seattle,62220,0.0,Darigold HQ,"Office, Other - Services, Parking",1914,0.62,3,-122.30957,60676.0,0,87.80000305,47.59367,275.2999878,98144.0,62220,2.0,,12827.0,Office,563,1591859.875,32.0,2016,Compliant,Other - Services,1.0,13780.0
1520 13th Ave,10.19999981,,Warehouse,WA,68.6700058,72845.0,3.5,,79967.89844,6003000220,EAST,,NonResidential,False,Seattle,23040,0.0,Auto Accessories Inc.,Non-Refrigerated Warehouse,1920,0.04,3,-122.31536000000001,23040.0,0,3.5,47.61481,10.30000019,98112.0,23040,2.0,,6867.0,Non-Refrigerated Warehouse,27869,21349.59961,99.0,2016,Compliant,,1.0,
